ASV	Class	Core	Relative_Abundance	Ash	Charred_Org_C	Mineral	Control_Mineral
707033a582c5baeac24711a234a1452f	Bacteroidia	None	0.000130942	0	0	100	0
8236b1dd22745a75034bd68cefb317ad	Gammaproteobacteria	None	6.26E-05	0	38.63636364	61.36363636	0
6c4ebbe9e2ca9348aad0f04cfcab01c4	Gammaproteobacteria	None	3.56E-06	0	0	100	0
9f3e1edffd778c485354665032f72494	Bacteroidia	None	7.83E-06	0	45.45454545	54.54545455	0
2075a4e8d377828b37cd30aa787da88a	Actinobacteria	None	8.75E-05	0	0	0	100
3a11aa2d40b4dbef74a50bf9b7a5c958	Bacteroidia	None	2.13E-06	0	0	100	0
2fc723d4a123f0212c882cedf8b809f6	Alphaproteobacteria	None	2.13E-06	0	0	0	100
3481fa43fe5fba6aecdc7f9aae6ed9c0	Gammaproteobacteria	None	0.001576992	0.406137184	12.86101083	86.73285199	0
f658dea1d2c28619dc673efd90cb8246	Gammaproteobacteria	None	1.42E-06	0	0	100	0
834a714255eb8fa151e68d7b0d4abf3d	Alphaproteobacteria	None	4.20E-05	0	61.01694915	38.98305085	0
8d4a7fd7b7855d063d7082a824c049bb	Bacteroidia	None	1.64E-05	0	65.2173913	34.7826087	0
d14b6f6710695e22eb1279c5807eab1c	Planctomycetes	None	4.98E-06	0	0	0	100
4aebcc69b46614d3365683ba49d95dc1	Gammaproteobacteria	None	2.63E-05	0	0	0	100
c9f83066b13d3a159fbf5a6331e76e02	Bacilli	None	0.000242669	0	0	100	0
4beeeb8dd9fe45306580a2be657a0e76	Verrucomicrobiae	None	3.34E-05	0	0	0	100
62c4d822f8b329f483fb0b0245d583c1	Bacteroidia	None	0.000146598	0	34.95145631	32.52427184	32.52427184
72ff06d7d5fb8729cf51f402d70f9053	Verrucomicrobiae	None	0.000114574	0	0	79.50310559	20.49689441
3dc22926bbefe83432ba864110f10602	Planctomycetes	None	6.40E-06	100	0	0	0
79029fa983ec4eda60117a273a52cfc0	Alphaproteobacteria	None	0.001286643	5.199115044	16.86946903	77.93141593	0
ad16b779f2ec6d8afc200de7c5d2f39a	Alphaproteobacteria	None	0.000414885	27.95883362	42.19554031	29.84562607	0
1e542d2112237ddb072880742ade6180	Planctomycetes	None	4.98E-06	0	0	0	100
deb0b2b305c9b8a2c3076d338245c507	Planctomycetes	None	5.69E-06	0	100	0	0
5253d98d25bc51baaf939f468ca8ef59	Bacteroidia	None	6.12E-05	0	19.76744186	80.23255814	0
7f8d8f2b1de099c72463cd2089f2f035	Planctomycetes	None	3.56E-06	0	0	0	100
663504ebf1531484ed5d48e75f09124c	Planctomycetes	None	7.12E-06	0	0	0	100
43f729e54d55ec497b4be76303987d27	Bacteroidia	None	1.14E-05	0	0	0	100
f1e9b3ed91b70400f2a500aa568ee016	Alphaproteobacteria	None	1.42E-05	0	0	0	100
8858c332858bb0f712020af46cc4fac5	Bacteroidia	None	5.69E-06	0	100	0	0
cc0269bda6dfdc4e4bbc4b15e13c62aa	Planctomycetes	None	6.40E-06	0	0	0	100
9dfcea3441576faaa091677297232526	Gammaproteobacteria	None	2.85E-06	100	0	0	0
a21918b3d8ba1679e45d6082cbef089e	Verrucomicrobiae	None	0.000258325	85.95041322	14.04958678	0	0
94592dbcf263e0c77a5289110863d423	Planctomycetes	None	7.47E-05	0	0	0	100
9f89e8062192a7fd46b25dd3e48d77f2	Verrucomicrobiae	None	4.27E-05	0	31.66666667	68.33333333	0
6c60f840cf085e95b1f7c9c1479b8dab	Planctomycetes	None	9.25E-06	0	0	0	100
4055ca5fa59e2416f74e205c070aa036	Planctomycetes	None	3.06E-05	0	0	0	100
505eeef8353dc0167eaf23208d5e13f8	Alphaproteobacteria	None	3.56E-06	0	0	0	100
5f984cb347e3d5633375ce5351ae8ac9	Bacilli	None	4.48E-05	0	0	100	0
3042bf21a344ff6683b63e2b2533cfa5	Planctomycetes	None	1.14E-05	0	0	0	100
0a79451592113a8c2ec82afc024e2a4d	Bacteroidia	None	1.85E-05	0	100	0	0
799d1912161e4a666653bafca0e1bddc	Gammaproteobacteria	None	9.82E-05	0	100	0	0
dc06a124760ef33bb3f2bba260d50088	Bacteroidia	None	2.13E-06	0	100	0	0
cd35c8f2bc51041921fa7ea1639e3052	Gammaproteobacteria	None	2.13E-06	0	0	0	100
64b7940da98e8c44110da4bdac85f89b	Actinobacteria	None	3.56E-06	0	0	0	100
de4451ed236f92428f035637cb7b2d12	Alphaproteobacteria	None	2.85E-06	0	0	0	100
3aef2d8f8c19d6b7529b1ad49a43eacc	Acidimicrobiia	None	7.12E-06	0	0	0	100
34fed5e4d969b03477f2fca99322ca77	Verrucomicrobiae	None	7.12E-06	0	0	0	100
89106ffeccd1f95cb51baf89c2dc5e6d	Bacilli	None	2.85E-06	0	100	0	0
94a6e9ed2d31e441dc8f94d76037cc87	Alphaproteobacteria	None	2.13E-06	0	0	0	100
4cc86f6e2ff389ad4b02850988da2bf5	Verrucomicrobiae	None	9.25E-06	100	0	0	0
02d3580a56dd5260818cd3d98fd467d4	Alphaproteobacteria	None	9.96E-06	100	0	0	0
ec8a5b48c3ca0afa69d2c2a68ca436a0	Gammaproteobacteria	None	0.000100341	0	0	100	0
ea0830e008a25d18eb78c25d5c5a1677	Planctomycetes	None	7.12E-06	0	0	0	100
094c1061aa4e938b11be052adf8acd7f	Bacteroidia	None	1.78E-05	100	0	0	0
8cd9b064a6cc9526fe836c8c4f6a7c05	Bacteroidia	None	4.98E-06	0	0	0	100
62b732dcabadb16b8fbf18a0fd1da6d6	Alphaproteobacteria	None	4.27E-06	0	100	0	0
a67eeb52c20e1b883386f3adfb67407b	Verrucomicrobiae	None	3.99E-05	0	0	0	100
ca2f20bc202322a647fbd222e2cbb56f	Bacilli	None	5.12E-05	0	72.22222222	27.77777778	0
a97f94380b681346702f38a77f358d11	Planctomycetes	None	2.49E-05	0	0	100	0
1803832bf3ac9d6d44fa64af41e0bd18	Gammaproteobacteria	None	7.12E-06	0	0	0	100
f2d9f18cb32e9b74abb6fe0fbc35fd9f	Verrucomicrobiae	None	2.13E-06	100	0	0	0
73bb74de38f12f441ca6bfb92826c871	Gammaproteobacteria	None	2.13E-06	0	0	0	100
b9c8289be9f5b43344e8da56de9d58ab	Blastocatellia	None	8.75E-05	0	0	0	100
f1503362e9b43bd66521bd12f772585f	Bacteroidia	None	3.56E-06	0	100	0	0
a61a0a4ffd3de9a9941f203927726a8b	Verrucomicrobiae	None	1.42E-05	0	0	0	100
547b78057390d8dd87e029218928ab3c	Alphaproteobacteria	Organic	0.003776668	15.5266629	46.61767477	37.64838892	0.207273412
146195f72933e590d98b89c38d6eda33	Actinobacteria	Ash	0.001057495	63.3243607	36.6756393	0	0
1f94be57e8be495a9843071b0bb860ca	Gammaproteobacteria	None	2.85E-06	0	100	0	0
d7939d1f980910782d5a44b49447e812	Planctomycetes	None	2.85E-06	0	0	0	100
d3e2dc90672b4a46b21485652b6bfcbe	Verrucomicrobiae	None	6.05E-05	0	0	0	100
02d683d4e255ef32fe05b82993072f16	Planctomycetes	None	1.92E-05	0	0	0	100
a5c9c616765c3a9fc4cfc16c4d2196b3	Bacteroidia	None	2.42E-05	0	0	0	100
ab0184f9b865f34e92ea87ed83be9079	Verrucomicrobiae	None	0.00086393	0	0	0	100
114321b981115286ba97a2decfdd2aa6	Alphaproteobacteria	None	2.85E-06	0	0	100	0
dcd89b89cfc4362298d0b9752ca3e518	Verrucomicrobiae	None	4.13E-05	0	0	0	100
86d1a20290b349b1ec2a90ae3415a0fc	Gammaproteobacteria	None	0.066896906	7.205012553	62.93774733	29.85724012	0
642fcbf0986e9073d0dcae19fef9fb8e	Planctomycetes	None	3.56E-06	0	0	0	100
45f68b5e02f96346dd3821c205e0ef56	Alphaproteobacteria	None	5.69E-06	0	100	0	0
116607d36fb56a946c78311ca98ecb76	Verrucomicrobiae	None	4.98E-06	0	0	0	100
2c8621d494edfa8619fc4366fee56302	Verrucomicrobiae	None	5.05E-05	0	0	0	100
ec5d87c728c0ed1b2e19dd321a0caa93	Planctomycetes	None	1.14E-05	0	0	0	100
b953c2f7ef51ac76e5a74f9276a845e2	Alphaproteobacteria	None	5.69E-06	0	0	100	0
46cc1f3c63ed27e87a91749fd7f5418e	Alphaproteobacteria	None	5.62E-05	0	0	100	0
9c46433065b683fd7f9361873e77f7c9	Verrucomicrobiae	None	2.85E-06	0	0	0	100
f6bcb00e5ee1bac2e9f29b4900a7873a	Gammaproteobacteria	None	4.27E-06	0	100	0	0
6752de4ca3ced31e6386834fb996e413	Actinobacteria	None	0.000281809	0	92.92929293	7.070707071	0
6b02725cd093e5182cb1b7ac46673048	Verrucomicrobiae	None	2.21E-05	0	0	0	100
f4ed70cd5b459845744724f04f56c318	Alphaproteobacteria	None	5.69E-06	0	0	0	100
b13cbda1b93c699711889dda80a4b743	Verrucomicrobiae	None	1.78E-05	0	0	0	100
691ba80ebb4fa791ee84ccf4dc23e290	Bacteroidia	None	1.42E-05	0	0	100	0
d8982106f71d48afcafbe132986c89a2	Planctomycetes	None	7.12E-06	100	0	0	0
9cf3435d89182cbffe81077276b24fe7	Planctomycetes	None	2.28E-05	0	0	0	100
f8cdfff5dfa2b0c51bf0839eb21c88aa	Blastocatellia	None	0.000115997	0	0	0	100
68d9fe35473f636a16584b818bf317b0	Verrucomicrobiae	None	4.98E-06	0	0	0	100
4b7c868af146d3de677b92c516b49db2	Verrucomicrobiae	None	0.000108169	0	0	0	100
93730b586d03c5fe73ef650862b8bc60	Bacilli	None	2.85E-06	0	0	100	0
b04304c37ce6bbfc3b095128a81bad02	Gammaproteobacteria	None	2.13E-06	0	0	0	100
adefbee09196064d90ebfbe136facf73	Alphaproteobacteria	None	5.69E-06	0	100	0	0
fb817cbb755566c123ccf837399dd066	Bacteroidia	None	0.000160119	0	0	0	100
8cc7f8ff734239a7e5556e12488beacf	Bacteroidia	None	3.56E-06	0	0	0	100
28f97fe44c006fe784e78dfaeae164aa	Verrucomicrobiae	None	7.83E-06	0	100	0	0
fc3a422caabeac6df9fcef4a4d187862	Bacteroidia	None	0.000100341	0	7.092198582	92.90780142	0
8403b6dbf52ec50c0a7b83ee636cd6e9	Alphaproteobacteria	None	1.71E-05	0	0	100	0
ac0af58b5845b58cedc575f570852cee	Alphaproteobacteria	None	0.000288925	0	60.09852217	39.90147783	0
5269bf9959805d6ebed73b3e438f04b9	Planctomycetes	None	5.69E-06	0	0	0	100
8e6a3fe26cefc539638ed3d8ca50da13	Gammaproteobacteria	None	3.34E-05	100	0	0	0
d242b82eb8c87bf8a693b7a3cee6e583	Planctomycetes	None	9.96E-06	0	100	0	0
cd9bccba7f7c9aecd8eeac841bcb72cc	Alphaproteobacteria	None	6.33E-05	100	0	0	0
022fccf2543085900491752bbe25127a	Bacilli	None	1.14E-05	0	0	100	0
7af10cd61d9f294808a06617a9daf6a6	Bacilli	None	7.83E-06	100	0	0	0
23281fed52532dd27ea3b3925c9c42b4	Bacteroidia	None	6.40E-06	0	0	100	0
019940bdce614a85d76f82a6a4218509	Alphaproteobacteria	None	2.85E-06	0	100	0	0
21c8aea8c3a8eb2dbb403fdb684aedec	Actinobacteria	None	4.55E-05	75	25	0	0
c8cd07d04e0617bbf1b962e91ed04798	Verrucomicrobiae	None	2.56E-05	0	0	0	100
076ab891752fc7b3dc42666346b735ef	Verrucomicrobiae	None	7.12E-06	0	0	0	100
f37fc1dccfeba0004cbeb4f1ad6083c6	Gammaproteobacteria	None	1.64E-05	0	0	0	100
d91b430f671ba90d290dc7ea6f6395c2	Blastocatellia	None	1.21E-05	0	0	0	100
18c28382c18e8336d889d13889b0df45	Alphaproteobacteria	None	2.85E-06	0	0	0	100
00a72cd61e81ccd0909f8650e7d29958	Verrucomicrobiae	None	2.85E-06	0	0	0	100
990a4ae278861d252c78093dd063557e	Gammaproteobacteria	None	2.85E-06	0	100	0	0
f34cdcd73e535507d29c29b19d01f658	Gammaproteobacteria	None	9.39E-05	0	28.03030303	0	71.96969697
761e5d0d4da5c7e780c5819b6a20b039	Verrucomicrobiae	None	7.47E-05	0	0	0	100
e649f9233541bb95125e1d6b4cd2160a	Bacilli	None	6.40E-06	0	0	100	0
23c1afdd0c9c72f7bff220636b57ca07	Alphaproteobacteria	None	4.84E-05	0	0	100	0
bc60bff44066352f28b28eb0bd87a801	Bacteroidia	None	6.05E-05	0	0	75.29411765	24.70588235
fc55798f1323a45557c2d608031e1a9a	Bacilli	None	3.63E-05	0	0	100	0
90e2d4906895b560390c22f814bd3a1a	Bacteroidia	None	7.33E-05	0	21.3592233	78.6407767	0
ac0f7c46bdbaaa3dd11b4ab57565946a	Gammaproteobacteria	None	6.40E-06	0	0	100	0
2302341012c3d74a1fa26653c7ee771d	Gammaproteobacteria	None	3.56E-06	0	0	0	100
14dd536793f6c2e45cb4c30c90f0ea22	Bacteroidia	None	3.56E-06	0	100	0	0
45a2b3515e5705c78813b5ef9ee16bdd	Alphaproteobacteria	None	2.13E-06	0	0	100	0
e2e08ca740364edd41835752b5cf9d89	Alphaproteobacteria	None	0.000141616	100	0	0	0
84cf579cdcc9f9b1a842b4ee03e0bb36	Bacteroidia	None	9.25E-06	0	0	0	100
6b0e9d5bc5aff664ed199ed33449a12a	Verrucomicrobiae	None	5.27E-05	0	0	0	100
155d4cfe651e0dd41fc9f68d210efd13	Verrucomicrobiae	None	1.78E-05	0	0	0	100
8baaf48f7894120f4eb46cb92f5459eb	Alphaproteobacteria	None	2.13E-06	0	0	100	0
c11024a4e87e80ebac9a25581ffd23fc	Bacteroidia	None	0.001934946	0	94.48326591	5.516734093	0
28e7d12269199cb5e85f8b25534d68f9	Verrucomicrobiae	None	3.56E-06	0	0	100	0
a421a42c45fd6036a5f291b99e6d680d	Actinobacteria	None	2.85E-06	100	0	0	0
cfac70a946a4b5f2d52065bb7cac4b8e	Gammaproteobacteria	None	2.13E-06	0	0	100	0
de18e3888065bb662dcaeb31257d57f8	Alphaproteobacteria	None	6.33E-05	66.29213483	13.48314607	20.2247191	0
3c32befe2c8d36213fb483e3d6013b85	Gammaproteobacteria	None	4.27E-06	0	0	0	100
30db82ecd684666762c7c5179d386246	Bacteroidia	None	3.06E-05	0	0	69.76744186	30.23255814
ace0b993bc5b7d4275b00ec3fd4f4298	Verrucomicrobiae	None	1.57E-05	0	100	0	0
5d7ce050a84087cee7cdd2387c9b6244	Bacteroidia	None	0.000594219	3.832335329	41.91616766	54.25149701	0
666bcd2b483186cabf1df47d6abf372d	Actinobacteria	Ash & Organic	0.008309096	4.248030147	74.21205892	21.53991093	0
ba245ff5d5a643e95cb152094154ff2f	Bacteroidia	None	3.06E-05	0	0	100	0
9184e50b69e2715083789dbf0606c55a	Verrucomicrobiae	None	1.64E-05	0	0	0	100
5d837f9121fba258dadeb7f48735d051	Bacilli	None	8.75E-05	0	0	100	0
eac793baf5a650166ebc07163fdf18d1	Bacteroidia	None	9.32E-05	0	0	80.91603053	19.08396947
2047e79b25f7cce5bddb5be0b7c42e6c	Alphaproteobacteria	None	2.85E-06	0	0	100	0
508a6558b4f0b607d2066682ad700005	Gammaproteobacteria	None	2.35E-05	0	0	100	0
151b419074adcf04eed24ffd0251296e	Planctomycetes	None	7.12E-06	0	0	0	100
3bf3973d3028f949fb3d0f102f33866f	Alphaproteobacteria	None	8.54E-06	0	0	0	100
b44e2b195a9227e6303e5cf613d91a6c	Bacteroidia	None	7.12E-06	0	0	100	0
11ba6c21a30865277659117e41861132	Gammaproteobacteria	None	2.85E-06	0	0	0	100
6aec84df2141e295ae9aabbe7aae2ada	Gammaproteobacteria	None	8.54E-06	0	0	0	100
99725b4c7bde3c9651919640f49664a2	Alphaproteobacteria	None	2.13E-06	0	0	0	100
7bddfc1aca81805d178cead59334636b	Acidimicrobiia	None	3.63E-05	0	0	0	100
aa504c3f56969bf5818691a2b0e77d0d	Alphaproteobacteria	None	2.85E-06	0	0	0	100
e80d00e17d1f264909e365e6427b61eb	Verrucomicrobiae	None	6.40E-06	100	0	0	0
5f32fa19a851c731a8fcb6b32f996cea	Verrucomicrobiae	None	2.85E-06	0	0	100	0
434383547a8d83b4563f0896e0488903	Verrucomicrobiae	None	1.14E-05	0	100	0	0
8e7c287a005aaacdaa99678ef5015eaf	Gammaproteobacteria	None	2.85E-06	0	0	100	0
5eabf7bbd88b549bb96b44adcb120fc0	Bacteroidia	None	0.000133076	100	0	0	0
c5bc9f7c672ee1cf53b8c7da83944254	Bacteroidia	None	9.96E-06	0	0	100	0
d1c38ee13c792e86026ab0656e36c866	Bacteroidia	None	2.28E-05	0	0	0	100
1f5feb4ace088b56963303b8258e619c	Alphaproteobacteria	None	7.12E-06	0	0	100	0
97483711c1682687aa7c8b0224db0db5	Verrucomicrobiae	None	3.77E-05	0	60.37735849	39.62264151	0
2158b47b972b58711ff2b3753df6aa7c	Gammaproteobacteria	None	6.40E-06	0	0	0	100
776ec6b4dcc51ad521312eb34747b703	Planctomycetes	None	4.13E-05	0	0	0	100
34cecdbfc2681c21131bba6e662ac12e	Bacteroidia	None	1.64E-05	0	0	0	100
23027d9bc34d8bac8d29ccf3351320c2	Gammaproteobacteria	Ash & Organic	0.011720693	4.899817851	51.7911354	43.30904675	0
efbe1f58b1e2984ddc53a64f047d94ff	Gammaproteobacteria	None	0.000357954	0	68.78727634	31.21272366	0
915dd247dce369b9dc93bd835f599e02	Planctomycetes	None	2.06E-05	0	0	0	100
6a5c06d1791f0851d860aeda3d5cd071	Alphaproteobacteria	None	0.000123825	0	100	0	0
26860569a7e2067b8b83bf11e7b02f26	Blastocatellia	None	3.56E-06	0	0	0	100
8e64eda72e5211d573d405b335679494	Planctomycetes	None	5.12E-05	0	0	0	100
747045f35c39edc1ffe3ca22701a6283	Actinobacteria	None	1.49E-05	0	0	100	0
2cd6556bdf604ec4e5ec0cd0d15ecb75	Planctomycetes	None	2.85E-06	0	0	0	100
dbdcf2fa12294d0a5e9228ba814f6288	Verrucomicrobiae	None	5.34E-05	0	0	0	100
c83b737bdec351dca9a143773e5b7164	Verrucomicrobiae	None	2.28E-05	0	100	0	0
2be9a3a8380ea7a463f66a21c4640f27	Gammaproteobacteria	None	0.000207087	0	21.30584192	78.69415808	0
0f9cd67395e30d26da84ee565f0a13e2	Planctomycetes	None	1.28E-05	0	0	0	100
6742bed259ce7e297a657bdeabe83ee8	Verrucomicrobiae	None	2.28E-05	0	0	0	100
eab57e956466f899ae3b41a8e69458a1	Gammaproteobacteria	None	7.83E-06	0	0	0	100
8bf7f9341ea8fa5dfdcdf53547f34348	Bacilli	None	6.40E-06	0	0	0	100
369033cfe638b46105a8c703f2b3748c	Planctomycetes	None	4.27E-06	0	100	0	0
42c4c6b25eedd3382f3aeda2cd3cc8b3	Bacteroidia	None	9.25E-06	0	0	0	100
b038bce292fba4d45ac89f3783149276	Bacteroidia	None	0.000101764	0	61.53846154	38.46153846	0
9287c2df8135a4d95a693a9a9d762c29	Planctomycetes	None	7.40E-05	0	0	100	0
597998fa45a096e69591303c2287829d	Verrucomicrobiae	None	1.49E-05	0	100	0	0
5987adc0c8d6fadef932f0c4548717a6	Bacteroidia	None	0.000510957	0	33.28690808	66.71309192	0
a84e22f8baf5184d5f87f527ec1428ac	Gammaproteobacteria	None	7.12E-06	0	0	0	100
735b93da2a45c365ec5ac958ecc27e63	Gammaproteobacteria	None	2.85E-06	0	0	0	100
68cd74cbf91ccf98f09601b54a1a2292	Bacteroidia	None	5.69E-06	0	100	0	0
1cab1e239105703a78f80ab4f6f04561	Bacteroidia	None	3.56E-06	0	0	100	0
b0ee20bb7ac9670fa8b6dff424c37021	Planctomycetes	None	2.99E-05	0	0	0	100
ff141a3262ff953dd3760712ed3c4b70	Acidimicrobiia	None	4.98E-06	0	0	0	100
9ab7bc89cfc51abf78bdd347fe75171e	Gammaproteobacteria	None	2.85E-06	100	0	0	0
39d4d5716656d9827f248edbb34f63a5	Alphaproteobacteria	None	4.27E-06	0	100	0	0
42b37cd01329300945edb0656f357bf9	Bacilli	None	6.40E-06	0	0	100	0
6fc3aeab7260b5ec9c38cabccf2f50a5	Verrucomicrobiae	None	9.25E-06	0	0	0	100
0847ddbce060c480225d6ab8aa7dd6ef	Bacilli	None	4.91E-05	0	0	100	0
0af7be46f9ab11cbe1e6accd463de362	Bacilli	None	6.40E-06	0	100	0	0
7e34f7068d245d97839984007ba5212e	Acidimicrobiia	None	3.56E-06	0	0	0	100
5f66e32f4a373fd9522e3987ce77c290	Actinobacteria	Ash	0.001287355	25.53897181	44.83139856	29.62962963	0
391ce044cc3dcf67290adf0f991a1e30	Alphaproteobacteria	None	7.05E-05	0	0	0	100
7e30ebb9a099af7abe3fa30ec720da10	Gammaproteobacteria	None	0.000177198	0	4.016064257	95.98393574	0
409d741c795587c8a035dc7cbef81cf7	Blastocatellia	None	2.13E-06	0	0	0	100
7e1fc8e6ebab8727d30aa8675d17ca9c	Alphaproteobacteria	None	8.47E-05	0	100	0	0
8c6418edb7510a94a9ffa28a3c73df44	Gammaproteobacteria	None	7.83E-06	0	100	0	0
36acab9db52e59334ce6a64393e4d2c3	Actinobacteria	None	2.13E-06	0	0	100	0
ad8579270be30539a93eb3f58e16ba41	Verrucomicrobiae	None	2.42E-05	0	0	100	0
305948f1d8032eb83d5eecd1bfb8fb2c	Alphaproteobacteria	None	3.56E-06	0	0	100	0
6f7d3d6c6c41b6e4f136426fc341641d	Verrucomicrobiae	None	9.25E-06	0	0	0	100
78a5e8402fd5f233fc6da1962539a4c7	Bacilli	None	1.49E-05	0	0	0	100
3bb9e45d522b630e1bcc6efe1b3affba	Bacilli	None	4.98E-06	0	100	0	0
f312e26849c2ca2dfc6c25a9667078d5	Planctomycetes	None	7.12E-06	0	0	0	100
07bca6edab1c8903ec152020fa4bcecc	Bacteroidia	None	2.06E-05	37.93103448	62.06896552	0	0
b45cab630dbb9c9d5f09f92be06a574d	Bacilli	None	8.54E-06	0	100	0	0
aee20e8a5644ec88c840982cfaf5db14	Verrucomicrobiae	None	1.92E-05	0	0	0	100
39cbb145ddfcc7b1a168be61e2ddf273	Bacteroidia	None	2.21E-05	0	0	0	100
69f81aaa5a5cb241c3f34a725608da0c	Verrucomicrobiae	None	1.78E-05	0	0	100	0
4b51a1fc646f05530b6539a5249ebb97	Bacilli	None	1.07E-05	0	0	100	0
bd05708c8e9dcdefda128311d01d7ef7	Gammaproteobacteria	None	1.42E-06	0	0	100	0
d7226c9c8c68adc323b4771281f7aeac	Planctomycetes	None	3.56E-06	0	0	0	100
f30633daa7936d9d6885954142f70749	Gammaproteobacteria	None	2.85E-06	0	0	0	100
d3e00443f92e862ee5e64ae0a3aaa01b	Verrucomicrobiae	None	3.27E-05	0	0	0	100
700d0892b3add43dc59fbbbc6c15db34	Alphaproteobacteria	None	4.06E-05	100	0	0	0
77aab9b52e04b366925cc2b6262daf8e	Bacteroidia	None	0.001559913	0.912408759	17.88321168	81.20437956	0
13eec6e7733fcb86a52cdd778141be1e	Alphaproteobacteria	None	2.56E-05	0	0	100	0
67624cad2eed6592a00a884879cb9f52	Alphaproteobacteria	None	2.13E-05	0	0	100	0
6829e39b08add1564fc5f1e6ab05c8a9	Gammaproteobacteria	Organic & Mineral 	0.004115408	2.472765001	58.96593464	38.56130036	0
e57c5df6a9b3b982472e7754ed31f313	Gammaproteobacteria	None	0.000818385	8.695652174	74.43478261	16.86956522	0
f21ed2e605d22607864b2fc9b2471e13	Verrucomicrobiae	None	0.000124537	0	19.42857143	80.57142857	0
344dafe7bf37ec053b3ef832bedcafb8	Bacteroidia	None	4.98E-06	0	0	0	100
2720bf53389fb08ed27156e6b5d21e00	Alphaproteobacteria	None	7.40E-05	0	0	0	100
2ad828cb9d8bd8bf97727fd57bf234ec	Blastocatellia	None	2.85E-06	0	0	0	100
7b7595f9b76cf1c37a9b7943d54f75c2	Actinobacteria	Ash & Organic	0.001009816	80.83157153	14.94009866	4.22832981	0
c0ceee9a3c2a81b37b1cc5ce7a2ed4ba	Bacteroidia	None	2.85E-06	0	0	0	100
1e063c80249e0b5e5b288193212b803b	Bacteroidia	None	2.35E-05	0	100	0	0
653799bfbd67f3fc4aa717e598d77566	Verrucomicrobiae	None	1.71E-05	0	0	0	100
065caf177c9bbca39283b882486de188	Verrucomicrobiae	None	0.000498147	0	0	13	87
37384f58bfe8820df091e6275764c4d0	Verrucomicrobiae	None	6.33E-05	0	0	0	100
685acead955ad2811a0a3dc8bc9f1c4f	Bacteroidia	None	1.35E-05	0	0	0	100
f473c31449d750344217e5a0ffb25ebd	Planctomycetes	None	8.54E-06	100	0	0	0
179e4e0f1e401610c3648038715c794a	Verrucomicrobiae	None	2.35E-05	0	0	0	100
a099b394e1c5bf8da4ea283c5f27fd68	Bacteroidia	None	0.002394665	42.85289747	46.7756315	9.687964339	0.683506686
77426b147fe0dba1768432bcaf808a1b	Bacteroidia	None	2.42E-05	0	100	0	0
936f99c0f3107a19bf0a039d5d20ee31	Planctomycetes	None	7.12E-06	0	0	0	100
e59fc46539ad75ead4dc9df257834837	Alphaproteobacteria	None	2.13E-06	0	0	100	0
f93eb385c8a66fa9d11caaf081947fae	Planctomycetes	None	4.91E-05	84.05797101	15.94202899	0	0
68c0de599bbcc04c714a984ba61d738f	Bacteroidia	None	0.000156561	0	88.63636364	11.36363636	0
e189e1e965090315f1de4698e8b347dc	Planctomycetes	None	9.25E-06	0	0	0	100
eff9eba8b644dea01afdf81bbbd45476	Gammaproteobacteria	None	4.27E-05	0	100	0	0
781f21c7383214bc69eaadc4c154fe8b	Bacteroidia	None	0.000103899	0	0	93.15068493	6.849315068
0417932f92ef088ce95891d729697bbf	Alphaproteobacteria	None	4.13E-05	0	0	0	100
91fa22a9b426a083584e51475b43fbda	Acidimicrobiia	None	2.85E-06	0	0	0	100
c54b8be2ac20326d78eb1d3c7baa1615	Alphaproteobacteria	None	2.85E-06	0	0	100	0
da835f6d6f6604541b87419dbdebe9f5	Verrucomicrobiae	None	6.55E-05	13.04347826	86.95652174	0	0
e773c21ec1239185feb783969d9231f7	Alphaproteobacteria	None	6.40E-06	0	100	0	0
c1678ebf67c218d05cfe74c8522254fd	Bacilli	None	6.40E-06	0	0	100	0
7b3d3130f7fbfa068c1208a13c23d3ae	Verrucomicrobiae	None	4.27E-06	0	0	0	100
3b625d4819f6e8ade32874f73ae866fe	Bacteroidia	None	4.98E-06	0	0	0	100
c48f45369be5d29134606c68b35651ca	Planctomycetes	None	0.000108169	0	0	0	100
47f08462e89ade1438d2bcec569c0a14	Planctomycetes	None	1.78E-05	0	0	0	100
64e3dffce545d89cd3937591457b964f	Alphaproteobacteria	None	2.85E-06	0	0	0	100
febb19ff2eb08a5e4ae9c6fa72eab8a0	Gammaproteobacteria	None	3.99E-05	0	73.21428571	26.78571429	0
32e8e8bd0346a139c841baf22f1fe2d2	Alphaproteobacteria	None	6.48E-05	0	0	0	100
e36142dbacc3c2fc1a41946cd49d77ee	Bacteroidia	None	1.21E-05	0	0	100	0
100be1010e7b0b5581d240ef8b19b362	Blastocatellia	None	4.06E-05	0	64.9122807	35.0877193	0
c38be6f14579b49e377af642cc182798	Gammaproteobacteria	None	2.28E-05	0	0	100	0
3d10fefed6f1f3fc24b3d81f8fa700cb	Gammaproteobacteria	None	3.56E-06	0	0	0	100
36c70474652192d73676d19e0fe38fa3	Planctomycetes	None	0.000140193	0	0	0	100
40fed8d29ecf27b56a818b24da8f93fa	Alphaproteobacteria	None	2.85E-06	0	0	100	0
496ecde24f9ab698992413d3d4f04b5f	Gammaproteobacteria	None	0.001048956	0	84.05698779	15.94301221	0
ada2dee1a6062cbdec1f61347f926d69	Verrucomicrobiae	None	8.54E-06	0	100	0	0
