Name	fire	year_post_burn	severity	Completeness	Contamination	MAG_size_bp	numb_contigs	MAG_FULL_TAX
R_C1_S3_bin.85	ryan	3	Control	88.99	3.07	4490270	652	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__
R_C1_S3_bin.94	ryan	3	Control	91.71	2.71	5086438	91	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
R_C1_S3_itr_bin.122	ryan	3	Control	90.63	3.88	2662501	37	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-875;s__
R_C1_S3_prok_bin.101	ryan	3	Control	83.57	5.35	5046782	206	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__
R_C1_S3_prok_bin.111	ryan	3	Control	86.71	2.5	3026958	51	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_C1_S3_prok_bin.115	ryan	3	Control	84.07	8.85	5635082	692	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
R_C1_S3_prok_bin.131	ryan	3	Control	90.93	3.47	2755734	63	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_C1_S3_prok_bin.161	ryan	3	Control	96.18	9.42	3056315	76	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__
R_C1_S3_prok_bin.172	ryan	3	Control	90.3	1.67	6228027	299	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__
R_C1_S3_prok_bin.192	ryan	3	Control	89	2.77	3316774	82	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__Galbitalea sp025463785
R_C1_S3_prok_bin.35	ryan	3	Control	81.9	2.4	2554192	215	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
R_C1_S3_prok_bin.40	ryan	3	Control	80.84	3.37	4735083	120	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__
R_C1_S3_prok_bin.46	ryan	3	Control	61.36	0.63	2398550	156	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-851;s__
R_C1_S3_prok_bin.55	ryan	3	Control	83.51	3.74	5421448	190	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__JALYXV01;s__
R_C1_S3_prok_bin.63	ryan	3	Control	79.17	2.19	6385873	1080	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__CAJCJE01;s__
R_C1_S3_prok_bin.65	ryan	3	Control	83.07	2.68	3995643	435	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
R_C1_S3_prok_bin.68	ryan	3	Control	85.24	5.3	4433921	181	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__
R_C1_S3_prok_bin.71	ryan	3	Control	91.37	2.02	4841621	361	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JAFAMB01;g__JAFAMB01;s__
R_C1_S3_prok_bin.73	ryan	3	Control	95.64	3.73	4144339	117	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__
R_C1_S3_prok_bin.76	ryan	3	Control	82.71	3.36	2735280	413	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
R_C1_S3_prok_bin.78	ryan	3	Control	70.5	9.91	4802151	654	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
R_C1_S3_prok_bin.89	ryan	3	Control	85.47	3.15	7676695	1126	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__;s__
R_C2_S2_bin.107	ryan	3	Control	96.69	0.5	4169943	103	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__
R_C2_S2_bin.108	ryan	3	Control	93.82	3.57	4757691	71	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Elarobacter;s__
R_C2_S2_bin.15	ryan	3	Control	96.14	9.32	6959122	163	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__;s__
R_C2_S2_bin.19	ryan	3	Control	90.61	9.12	7291957	191	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__;s__
R_C2_S2_bin.25	ryan	3	Control	85.43	5.93	4321390	344	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
R_C2_S2_bin.33	ryan	3	Control	93.45	1.39	5031172	210	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
R_C2_S2_bin.38	ryan	3	Control	95.52	9.28	2655453	68	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
R_C2_S2_bin.57	ryan	3	Control	97.03	0.31	3881527	34	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__JAJPGZ01;s__
R_C2_S2_bin.6	ryan	3	Control	94.35	3.25	5636342	56	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
R_C2_S2_bin.68	ryan	3	Control	70.52	0.5	2955897	190	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__
R_C2_S2_bin.74	ryan	3	Control	87.19	1.39	2142664	291	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__CF-121;f__CF-121;g__JALYYC01;s__
R_C2_S2_bin.78	ryan	3	Control	88.52	4.71	4082472	151	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_C2_S2_bin.82	ryan	3	Control	97.91	0.06	3929922	65	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JANYLD01;s__
R_C2_S2_bin.84	ryan	3	Control	97.63	3.19	5013045	39	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__
R_C2_S2_bin.87	ryan	3	Control	79.97	7.98	5278080	678	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
R_C2_S2_bin.89	ryan	3	Control	91.2	5.68	2826060	143	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
R_C2_S2_itr_bin.15	ryan	3	Control	92.82	4.05	2287319	76	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
R_C2_S2_itr_bin.19	ryan	3	Control	88.38	2.88	4925527	384	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__
R_C2_S2_prok_bin.19	ryan	3	Control	96.36	1.19	2474339	52	d__Bacteria;p__Actinomycetota;c__UBA4738;o__CADDZG01;f__WHSQ01;g__;s__
R_C2_S2_prok_bin.21	ryan	3	Control	97.01	0.86	3418975	184	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CADDYX01;s__
R_C2_S2_prok_bin.28	ryan	3	Control	92.68	2.22	3509520	191	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__JAICMS01;s__
R_C2_S2_prok_bin.72	ryan	3	Control	89.65	3.28	3679642	370	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__
R_C2_S2_prok_bin.77	ryan	3	Control	80.52	2.74	3898072	108	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_C3_S1_bin.4	ryan	3	Control	93.61	6.8	2794340	83	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__
R_H1_S1_bin.3	ryan	3	High	98.8	6.82	2893416	206	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
R_H1_S2_prok_bin.1	ryan	3	High	89.01	7.36	4082670	258	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__
R_H2_S1_bin.117	ryan	3	High	89.89	2.58	5612427	225	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__
R_H2_S1_bin.118	ryan	3	High	78.5	1.08	6787866	420	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__RYN-433;s__
R_H2_S1_bin.141	ryan	3	High	91.65	4.49	4684869	280	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__
R_H2_S1_bin.151	ryan	3	High	97.1	0.12	1643671	24	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__JAQBQQ01;s__
R_H2_S1_bin.185	ryan	3	High	96.64	4.48	7048371	456	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp025965555
R_H2_S1_bin.187	ryan	3	High	94.13	4.06	5456467	336	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__URHD0088;s__
R_H2_S1_bin.36	ryan	3	High	100	0	4359683	30	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__DSPA01;g__JAICLA01;s__
R_H2_S1_bin.43	ryan	3	High	92.88	3.44	6525072	275	d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__CF-72;g__CF-72;s__
R_H2_S1_bin.63	ryan	3	High	88.86	3.65	3179553	171	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__
R_H2_S1_bin.65	ryan	3	High	90.07	3.91	9864769	554	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Dactylosporangium;s__
R_H2_S1_bin.70	ryan	3	High	92.48	5.52	5130791	407	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__
R_H2_S1_bin.8	ryan	3	High	97.41	4.39	10418312	336	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__
R_H2_S1_itr_bin.102	ryan	3	High	80.01	4.76	3806338	439	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
R_H2_S1_itr_bin.104	ryan	3	High	78.71	5.67	3770959	555	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__Marmoricola sp025965085
R_H2_S1_itr_bin.106	ryan	3	High	87.32	5.06	4394688	537	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01;s__
R_H2_S1_itr_bin.27	ryan	3	High	94.28	6.09	4470676	314	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
R_H2_S1_itr_bin.37	ryan	3	High	72.93	8.53	2322153	381	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_H2_S1_itr_bin.60	ryan	3	High	90	10.54	8589106	286	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JANXXV01;s__
R_H2_S1_itr_bin.84	ryan	3	High	87.47	6.57	4166142	520	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__HKI-0501;g__JAVEDU01;s__
R_H2_S1_prok_bin.112	ryan	3	High	87.06	4.52	6938203	779	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
R_H2_S1_prok_bin.12	ryan	3	High	79.62	6.74	4245144	257	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAFAQI01;g__BP-197;s__
R_H2_S1_prok_bin.128	ryan	3	High	80.79	4.13	3005892	457	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__FEN-1250 sp028287205
R_H2_S1_prok_bin.134	ryan	3	High	87.65	5.29	5061655	533	d__Bacteria;p__Chloroflexota;c__UBA5177;o__JANWHV01;f__JANWHV01;g__JANWHV01;s__JANWHV01 sp028287725
R_H2_S1_prok_bin.136	ryan	3	High	95.75	2.52	3834436	319	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAQGLW01;s__
R_H2_S1_prok_bin.143	ryan	3	High	84.46	5.63	5132676	501	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__;s__
R_H2_S1_prok_bin.162	ryan	3	High	86.48	3.32	6388733	290	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
R_H2_S1_prok_bin.177	ryan	3	High	99.96	0.46	3170675	80	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__
R_H2_S1_prok_bin.182	ryan	3	High	93.95	4.61	4536493	332	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__
R_H2_S1_prok_bin.36	ryan	3	High	88.16	4.26	7389893	325	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Pedosphaeraceae;g__JAQGOT01;s__
R_H2_S1_prok_bin.46	ryan	3	High	80.01	0.01	2342478	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_B;s__
R_H2_S1_prok_bin.53	ryan	3	High	88.49	2.51	3181977	218	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__BP-191;g__BP-191;s__
R_H2_S1_prok_bin.7	ryan	3	High	95.35	5.31	3672975	361	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__CADCTF01;g__;s__
R_H2_S1_prok_bin.79	ryan	3	High	98.07	5.44	7741523	330	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__JAQGMV01 sp028291945
R_H2_S1_prok_bin.92	ryan	3	High	95.69	7.46	9799722	928	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__;s__
R_H3_S2_bin.133	ryan	3	High	69.72	8.19	4452878	784	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JAODBQ01;s__
R_H3_S2_bin.158	ryan	3	High	81.79	0.3	2774373	279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__
R_H3_S2_bin.161	ryan	3	High	85.12	3.54	3349287	343	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga sp028290325
R_H3_S2_bin.167	ryan	3	High	77.07	3.62	3572240	485	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Subtercola;s__
R_H3_S2_bin.176	ryan	3	High	92.7	5.23	3570834	62	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__
R_H3_S2_bin.180	ryan	3	High	88.37	2.84	9017323	645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__
R_H3_S2_bin.199	ryan	3	High	81.72	7.17	3501897	193	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-938;s__
R_H3_S2_bin.74	ryan	3	High	96.77	0.47	5524075	322	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp028293835
R_H3_S2_bin.83	ryan	3	High	85.82	10.72	3646031	182	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__Lacisediminihabitans sp025463565
R_H3_S2_itr_bin.1	ryan	3	High	82.13	10.66	5078440	740	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter sp028291745
R_H3_S2_itr_bin.108	ryan	3	High	71.88	10.54	3091566	172	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
R_H3_S2_itr_bin.13	ryan	3	High	89.55	8.87	7206316	1112	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
R_H3_S2_itr_bin.135	ryan	3	High	74.86	1.44	3524830	175	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__
R_H3_S2_itr_bin.179	ryan	3	High	64.58	1.26	2586267	449	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga sp028290325
R_H3_S2_itr_bin.6	ryan	3	High	70.67	2.17	3704078	633	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp028292285
R_H3_S2_prok_bin.120	ryan	3	High	79.95	4.23	3092816	111	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__
R_H3_S2_prok_bin.140	ryan	3	High	73.39	6.85	5093856	680	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xylophilus;s__
R_H3_S2_prok_bin.183	ryan	3	High	89.74	6	3670554	118	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__UBA5005;s__
R_H3_S2_prok_bin.205	ryan	3	High	84.72	3.87	6494239	596	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__
R_H3_S2_prok_bin.219	ryan	3	High	90.51	9.63	4533700	143	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
R_H3_S2_prok_bin.33	ryan	3	High	87.3	1.72	3395264	187	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__
R_H3_S2_prok_bin.36	ryan	3	High	72.87	9.98	4141110	729	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
R_H3_S2_prok_bin.47	ryan	3	High	83.42	1.23	3748443	311	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp028290105
R_H3_S2_prok_bin.52	ryan	3	High	87.04	2.29	4467688	350	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
R_H3_S2_prok_bin.54	ryan	3	High	80.51	4.04	4166025	527	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp028292285
R_H3_S2_prok_bin.61	ryan	3	High	88.06	3.98	3155911	384	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__
R_H3_S2_prok_bin.80	ryan	3	High	93.13	2.28	6683678	292	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__JANXLO01;s__
R_H3_S2_prok_bin.88	ryan	3	High	82.29	2.64	3157468	175	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__
R_L2_S2_bin.103	ryan	3	Low	96.39	0.65	4773713	57	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter;s__
R_L2_S2_bin.105	ryan	3	Low	75.99	9.41	3566634	443	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
R_L2_S2_bin.106	ryan	3	Low	91.01	2.29	5216543	417	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__QEUY01;s__
R_L2_S2_bin.127	ryan	3	Low	100	2.67	4071332	202	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__
R_L2_S2_bin.139	ryan	3	Low	82.99	2.09	4481188	486	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__
R_L2_S2_bin.148	ryan	3	Low	93.41	0.56	3901210	159	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__SXVE01;s__
R_L2_S2_bin.149	ryan	3	Low	72.16	6.79	6566473	1280	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
R_L2_S2_bin.18	ryan	3	Low	81.91	0.96	3682931	517	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__
R_L2_S2_bin.188	ryan	3	Low	91.44	1.61	4549031	98	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__VFMC01;s__
R_L2_S2_bin.19	ryan	3	Low	100	6.9	3897136	84	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__Faunimonas;s__
R_L2_S2_bin.201	ryan	3	Low	85.06	4	5626161	418	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JAUJNJ01;s__
R_L2_S2_bin.204	ryan	3	Low	96.79	1.99	5194277	54	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
R_L2_S2_bin.21	ryan	3	Low	91.9	2.3	8943191	501	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__Humisphaera;s__
R_L2_S2_bin.214	ryan	3	Low	92.77	5.69	5352048	86	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__
R_L2_S2_bin.219	ryan	3	Low	89.63	3.68	6971531	692	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__JANXSX01;s__
R_L2_S2_bin.220	ryan	3	Low	92.77	0.43	6518081	45	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__JALHPA01;g__JALHPA01;s__
R_L2_S2_bin.242	ryan	3	Low	90.53	1.4	6624169	536	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__SXWH01;s__
R_L2_S2_bin.247	ryan	3	Low	100	7.42	5723089	499	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseococcus;s__Roseococcus sp028291485
R_L2_S2_bin.260	ryan	3	Low	99.94	1.87	3409606	55	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__CADCTF01;g__JAHWJQ01;s__
R_L2_S2_bin.265	ryan	3	Low	99.28	2.11	5699112	198	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__
R_L2_S2_bin.27	ryan	3	Low	91.86	1.42	4408088	201	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__
R_L2_S2_bin.277	ryan	3	Low	80.37	1.09	4572400	467	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
R_L2_S2_bin.287	ryan	3	Low	96.64	1	2550171	255	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__
R_L2_S2_bin.33	ryan	3	Low	93.31	6.06	7103260	336	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__
R_L2_S2_bin.44	ryan	3	Low	95.37	2.88	4396831	104	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__
R_L2_S2_bin.45	ryan	3	Low	87.14	1.83	3649265	281	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp028292345
