,OTUID,,Count in SJ v TP,Count in SF v SJ,Count in SF v TP,Count in SF v SJ shallow,Count in TP v SJ shallow,Count in SF v TP shallow,Count in SF v TP deep,Count in TP v SJ deep,Count in SJ v SF deep,Count in SF v TP OM,Count in SJ v SF OM,Count in TP v SJ OM
360,66c52e90bddce42a1af352ae831360f3,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67.14; g__67.14; s__uncultured_Rubrobacteria,1,1,1,1,1,0,0,2,2,0,1,1
361,cf06a0051669fa552c42217ab0a3ee52,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured_Acidobacterium,1,1,1,1,1,1,1,1,1,1,2,2
362,4959edac963f229500797ebc8a9fcac0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter,1,2,1,1,1,1,1,1,1,3,4,5
363,4d5b8c2c09a9e464f466f3ddc5ab1de5,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured; s__uncultured_Alphaproteobacteria,1,1,1,1,1,0,0,1,1,0,1,1
364,291166b29a1f6a851241664d7cfe95e1,d__Bacteria; p__RCP2.54; c__RCP2.54; o__RCP2.54; f__RCP2.54; g__RCP2.54; s__uncultured_Desulfuromonadales,1,1,1,1,1,0,0,1,1,0,1,1
365,1a18c26f9ef2b8ed9610fc410be0a48c,d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured,1,1,1,1,1,0,0,1,1,0,0,0
366,762facf339b485a7d82a2f3fdef5d772,d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured_Green,1,1,1,1,1,0,0,1,1,0,0,0
367,218d46f91d76a08ad1fdb10146af0e4a,d__Bacteria; p__Acidobacteriota; c__Blastocatellia,1,1,1,1,1,1,1,1,1,1,1,1
368,2cb07dfb5ce307816d50474901ec63d2,d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus_Nitrocosmicus,1,1,1,1,1,1,1,1,1,1,1,1
369,bb1de9623084063670857614ac3942ef,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Labraceae; g__Labrys; s__Labrys_sp.,1,0,0,0,0,1,0,0,0,0,1,1
370,00ac754e16b5970d963cc64ab9bbf8e8,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium.Methylorubrum,1,1,1,1,1,1,0,1,0,1,2,1
371,38a6d3ae8ffabe763df6e4f2931d2101,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__uncultured_Iamiaceae,1,1,1,1,1,1,1,1,1,0,1,1
372,38983c9353bceeba548e174d9889ff4f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Psychroglaciecola; s__uncultured_bacterium,1,0,1,0,1,0,0,0,0,1,2,2
373,6fb47910453e1ea56da67dd7a8f8ee99,d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10; s__uncultured_soil,1,1,0,0,0,0,0,1,1,1,0,0
374,7a108371967716c424a04c15bd1ad71c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured; s__metagenome,1,1,1,1,1,0,0,1,1,0,0,0
375,ab0184f9b865f34e92ea87ed83be9079,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter; s__uncultured_Spartobacteria,1,1,1,1,1,1,1,1,1,1,1,1
376,2f873e4f1987fd7a6b15f5c73af96291,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured_Chloroflexaceae,1,1,1,0,1,1,1,1,0,0,2,2
377,f42fe2ffee8f60b87138919867d5a7f5,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus_Xiphinematobacter; s__uncultured_Verrucomicrobia,1,1,1,1,1,1,2,1,2,1,1,1
378,094e5accad84309fdedb351a3c2ebdbd,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1,1,1,1,1,1,0,0,1,1,0,0,0
379,e815840fdd9a6038d67c6878dbb3af8e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__Rhodospirillaceae_bacterium,1,1,1,1,1,1,0,2,2,1,1,0
380,b58fb6715e6296a983a39998aae858c1,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured_proteobacterium,1,1,1,0,1,0,0,0,0,1,2,2
381,09b85ca5a637818dadfdb505211a8a10,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_Planctomycetia,1,1,1,1,1,1,1,1,1,0,0,0
382,67e3fc7701d7c60ba2365221d9ecb2b4,d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14; s__metagenome,1,1,1,1,1,1,0,0,0,1,1,1
383,a32877444f7e409370adf612f0feb57d,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_Planctomycetales,1,0,1,1,1,0,0,1,0,0,0,0
384,f59e21ebbe02a2885e865a2ef56d451d,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__DEV008; s__metagenome,1,1,1,1,1,0,0,2,0,1,1,1
385,3772e72edfd2b295615b44856a0f7597,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea,1,1,1,1,1,1,0,0,0,0,0,1
386,5c4812d7771972750f8675f22cdd982d,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium,1,1,1,0,1,1,0,0,0,1,1,1
387,f55ec72c256df3a17dbbf7f2ee2d3185,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__metagenome,1,1,1,0,1,1,1,0,0,1,1,1
388,db90e3c016e692c6cc6380b566437764,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_Acidobacteriales,1,0,2,2,2,1,0,1,1,0,0,0
389,ec5d87c728c0ed1b2e19dd321a0caa93,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_Pasteuria,1,1,2,1,2,4,1,3,2,1,1,2
390,75b7ad63e924d8a8f14a2f194b50a050,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__uncultured_planctomycete,1,1,1,1,1,1,1,1,1,0,0,0
391,c839b34035548e1672ef5bd1192a44f1,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales,1,1,0,1,0,1,2,1,1,1,1,0
392,4701793ae4099c77c29d638851a46399,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_soil,1,1,1,0,1,1,1,0,0,1,1,1
393,8107d20db6161ad1d2e9759c7a91c2b8,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_soil,1,0,1,0,1,1,0,0,0,0,0,1
394,587c26b8cb92eee363a2f57f0704193f,d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales,1,1,2,0,2,2,1,1,1,1,1,0
395,0d54483db3986cb5e5a08b5750d9dc9d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Bradyrhizobiaceae,1,1,1,1,1,1,1,1,1,0,0,0
396,95b424f48cf8dbfb61d074eec0137716,d__Bacteria; p__Chloroflexi; c__KD4.96; o__KD4.96; f__KD4.96; g__KD4.96; s__uncultured_bacterium,1,1,1,0,1,1,1,1,1,0,0,0
397,cad661edf43294b960bdc3cce46225e5,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_sludge,1,0,1,1,1,1,0,0,0,0,0,0
398,e9535d6a46c8fc34bcb09cf8702605cc,d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__metagenome,1,1,0,0,0,0,0,1,1,1,3,3
399,230e98aa4bb6aa0561f4f77de768957d,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500.29_marine_group; s__metagenome,1,0,1,1,1,1,0,1,0,0,0,0
400,bd060be0b5d3bada82e697ac23d40800,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67.14; g__67.14; s__uncultured_bacterium,1,1,2,1,2,2,1,2,2,0,1,1
401,7e73383eaa6b61cfc276d202b24a1620,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__metagenome,1,1,2,1,2,2,1,1,0,3,5,3
402,5907a899f9b78c20a2261066cff756ee,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__bacterium_Ellin6515,1,1,1,1,1,1,1,1,1,0,0,0
403,e2e8b7026aeaa7523d27af908f59fe86,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured; s__metagenome,1,1,1,0,1,0,0,0,0,1,1,1
404,1cb914b0c6f52ad8ca973e64dc29c580,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__uncultured_Candidatus,1,1,1,1,1,1,1,1,1,1,1,1
405,fd14527db1a2838acf86764e496b2e4f,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__metagenome,1,1,1,1,1,1,1,1,1,1,1,1
406,b71b0d6c0f26e52733614584167b69aa,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__metagenome,1,1,0,1,0,0,0,0,0,0,1,1
407,4a1a45238f7c5f8b559dd59772af2321,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae,1,2,2,1,2,2,1,3,2,0,1,0
408,f620ff29900e62fed1196b2ad3f09701,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas,1,1,1,1,1,2,1,1,1,2,1,1
409,20599913d2beb4389f6772683593d09e,d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10; s__metagenome,1,1,1,1,1,0,0,0,0,0,1,1
410,d8876fd7e1d7b1a2d405126a656ee6d8,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__metagenome,1,1,1,1,1,0,0,1,0,0,1,1
411,f8140ca26f4c51d4e45b00ec8c09a16d,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,1,1
412,ca0138894fc2169c3a9b3b83a7094417,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__uncultured; s__metagenome,1,1,0,0,0,0,0,1,1,1,1,1
413,db486780e153709791665d06414a30d4,d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaeraceae; s__unidentified_archaeon,1,1,1,1,1,0,0,1,1,0,0,0
414,e8724520788bb38a7f9d22c91318f016,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter,1,1,1,1,1,0,0,1,1,1,1,1
415,60d75fae03f8d11bb02dc3f3628c8ec9,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,1,1,1,1,1,1,0,1,1,0,1,1
416,03ce7d643800db4d6f06d7fd606dc64c,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119,1,1,2,1,2,0,0,2,1,0,1,1
417,efaa6e36d2345a51af2b3ddd1de9f3a8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1.7; s__uncultured_Burkholderiales,1,1,1,1,1,0,0,1,1,0,1,1
418,3145fd3c29b9110063e8255e64be3cd8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC.I.84; g__SC.I.84; s__uncultured_Burkholderiales,1,1,1,1,1,1,1,1,1,0,0,0
419,a6500f447d81667e8918e539d74119b1,d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__metagenome,1,1,1,0,1,0,0,0,0,1,1,1
420,e5c6aba64555edbd769d439ca1c24830,d__Bacteria; p__Acidobacteriota; c__Subgroup_25; o__Subgroup_25; f__Subgroup_25; g__Subgroup_25,1,1,0,0,0,0,0,1,1,0,0,0
421,89bb6cc46950d54b3154327b20e9cc77,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium,1,1,1,1,1,0,2,1,1,0,0,0
422,56f22aac7ae2f223f42b3800bd442e77,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063,1,1,1,2,1,1,2,1,1,0,0,0
423,1eec9e62d4479160dd41a08cb75a7975,d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085,1,0,1,1,1,0,0,1,1,0,0,0
424,adf40b00d11f4ad8b2e815835e408211,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas,1,1,0,0,0,0,0,1,0,1,2,1
425,54708e1056774dce8bc75dda56597f20,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas,1,1,1,1,1,0,0,0,0,0,0,0
426,4ff0298394196d273eadc8cfdea6417c,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__uncultured_bacterium,1,1,1,2,1,2,2,0,0,0,0,0
427,b499a17d688a6d9545ef4c9ccf2e1f83,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17,1,2,0,0,0,1,2,0,0,5,6,2
428,8b43119ba4fd869b935d6dfdca2c3b1d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured,1,1,2,2,2,1,1,1,1,2,3,3
429,a2c4c73accbf4b198ec43d4887deec00,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__IS,1,1,1,1,1,1,1,1,1,0,0,0
430,37d6bb19a746013bb1041f6f67dca361,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae,1,1,1,1,1,0,1,2,1,0,3,3
431,f91733b636b8dcb72e0c34c5a0f1bbb2,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__metagenome,1,1,1,0,1,0,0,0,0,1,1,1
432,d966fb6be74e903cf61ee19bf926392e,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_Anaerolineaceae,1,1,1,1,1,1,0,1,0,0,1,1
433,054e2a445d660310dee7571e106e346c,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__uncultured,1,0,0,0,0,0,0,0,0,0,1,1
434,caba0169cd554241832845789ee53bb9,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera,1,2,1,0,1,2,0,0,0,1,2,2
435,79f56aa1ee56106538f943083e568909,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Dactylosporangium,1,1,0,0,0,0,0,0,0,0,1,1
436,24f059987fe1185eff5863264216f0ff,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__11.24; f__11.24; g__11,1,1,1,1,1,1,0,0,0,0,1,1
437,74ea923556071765b42fd5f91ed0255e,d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__metagenome,1,1,1,1,1,1,1,1,1,0,1,1
438,ce642208dc19c153299d65fe58198902,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae; s__bacterium_enrichment,1,1,1,1,1,0,0,0,0,0,1,1
439,b45a450c36d3aa322133a8cb81b954bf,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__CPla.3_termite_group; g__CPla.3_termite_group; s__uncultured_planctomycete,1,1,1,1,1,1,1,1,1,0,0,0
440,0c45cc45d30b7c1af382d48fd717f058,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_Spartobacteria,1,0,0,0,0,0,0,0,0,0,1,1
441,133862bc5656b433803da453daeb9375,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium,1,1,0,0,0,0,0,0,0,0,2,1
442,015b1ba5c74bb1a9ffc343b0b59773d8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnobacter,1,1,1,0,1,1,1,1,0,1,1,1
443,805da586f06fe4e9887dd7437616f3f1,#N/A,0,4,0,4,0,4,5,0,3,3,1,0
444,5775b83330d0e719fe46499b2f7f9a14,#N/A,0,2,0,4,0,4,2,1,2,4,3,0
445,e39fffa27a461342eebe520468487607,#N/A,0,1,1,1,1,0,0,1,1,3,1,3
446,efdc622c679245f2934cb2e0130df1e6,#N/A,0,1,0,0,0,0,0,0,0,0,1,1
447,000a8001e17901300bab68db289f9c0f,#N/A,0,1,0,0,0,0,0,1,1,0,0,0
448,a43712951c13e1b5a215ef1b9364f4b6,#N/A,0,1,1,1,1,2,1,1,1,1,1,0
449,77496d8edbb6b7575c1b80604525d2f2,#N/A,0,1,0,0,0,0,0,0,0,2,4,1
450,cf2211ea32260e28f85778ea807c132d,#N/A,0,1,0,0,0,0,0,0,0,1,1,1
451,ea1a23d1df885298f244796abc1d1805,#N/A,0,1,0,0,0,0,1,1,1,0,0,0
452,6be8ada7d1afbf5b21d1f0a0eae0f248,#N/A,0,1,0,0,0,0,0,1,1,0,0,0
453,83dc33f9b946a596dddedb396d9a4fe5,#N/A,0,1,1,0,1,3,3,2,1,5,1,4
454,64a259f9b368607b925e02d07f89c757,#N/A,0,1,0,0,0,0,0,0,0,0,1,1
455,38c4c6b0dd07e049c079c3008673be02,#N/A,0,1,0,0,0,0,0,0,0,1,1,1
456,fa1fb08aefe61b146876fefd3de87038,#N/A,0,1,2,1,2,1,2,1,1,0,0,0
457,2646c4dab73ce671da28bc8479a3450b,#N/A,0,1,0,0,0,0,0,0,0,0,1,1
458,944cd559041625d94e0988000f3926ff,#N/A,0,1,0,1,0,2,2,2,1,0,0,0
459,dfd1ce6bf711e26fd91810e667a67a78,#N/A,0,1,0,1,0,1,2,0,1,0,0,0
460,2addc4d2868a76112b88e34b938acf7a,#N/A,0,1,0,1,0,1,1,0,1,1,1,1
461,6a1d6eefa85d522825c1d822da79af3e,#N/A,0,1,0,1,0,1,2,0,1,0,0,0
462,caa656868bbcc67143ff00bf3f7fe47f,#N/A,0,1,0,1,0,2,1,0,1,1,0,0
463,da6a28d9943a52f8771291b768c7c6c6,#N/A,0,1,1,1,1,1,1,0,1,0,0,0
464,a2dfff6e4edcd9b0d8b3d258a0f1f0b5,#N/A,0,1,2,2,2,5,3,0,0,3,3,2
465,c8cd07d04e0617bbf1b962e91ed04798,#N/A,0,1,0,1,0,1,2,1,2,0,0,0
466,7ed54a1bc9819c087057b1fce0376a7f,#N/A,0,1,1,1,1,2,1,0,1,3,2,1
467,0099c31c5ff13e77bd7f24181569a0c3,#N/A,0,1,0,1,0,1,1,1,1,0,0,0
468,275c4069b70c9ffa06e9f5882db84aa8,#N/A,0,1,1,1,1,2,2,1,1,2,1,1
469,f7c193f90a5da7efdf36ce52cc0d2c72,#N/A,0,1,0,1,0,1,1,0,1,1,0,0
470,020ea7141f05563925184167fadcee62,#N/A,0,1,0,1,0,1,1,0,0,0,0,0
471,b45ef9efc0e8478b9f81386d3103b98d,#N/A,0,1,0,1,0,2,3,0,2,1,1,1
472,4ef5198f98fa3ec71fcb46aecda142a5,#N/A,0,1,0,1,0,3,1,0,1,0,1,0
473,9b9fec9a320b64a9e6f1633ddeb1cc56,#N/A,0,1,0,1,0,3,3,0,2,1,1,0
474,688873bde8bca825a8e5a566dbcecb9d,#N/A,0,1,0,0,0,1,1,0,1,1,0,1
475,c1609544e7c92641d3b41a82f5275ff0,#N/A,0,1,0,1,0,1,1,0,0,1,1,0
476,9783fbf60534eb4d354ae37573afc4d0,#N/A,0,1,0,1,0,2,2,0,1,3,1,1
477,5eaf49103c9d37527da88f069dfde437,#N/A,0,1,1,1,1,1,1,1,1,0,0,0
478,c628a50be1e74517fa5246d97176e530,#N/A,0,0,1,0,1,1,0,1,1,0,0,0
479,7349eb171bfe30dab42187db0a9810ad,#N/A,0,0,1,0,1,3,0,0,0,2,1,1
480,39d751f3b27cb9c53fd8d85be27c68d3,#N/A,0,0,1,1,1,2,1,1,1,0,0,0
481,b5007d7737eb40b1c737a07a33940476,#N/A,0,0,1,0,1,0,0,0,0,0,0,0
482,fad4c68d2944d748e9ad34ef8ef97cd6,#N/A,0,0,1,1,1,1,1,1,0,0,0,0
483,21347cdc2a364e37fba71788e4a02c8e,#N/A,0,0,1,0,1,0,0,0,0,2,3,3
484,1ea2566424f4944fbd90512565b036a5,#N/A,0,0,1,0,1,1,0,0,0,0,0,1
485,80194e0d3b02bf688aa80fcbcd3cb0d2,#N/A,0,0,1,0,1,0,0,2,1,0,0,0
486,06ed3c29ebd42d9bd6575e80753e6790,#N/A,0,0,1,0,1,1,0,0,0,0,0,0
487,0514c098df97cb30a2569a03d418329d,#N/A,0,0,1,0,1,0,1,0,0,2,0,1
488,d6498ce81f15b1af083b2da3c65ad54e,#N/A,0,0,1,0,1,0,1,0,1,0,0,0
489,40d06700a744b462504747269f42b52f,#N/A,0,0,1,0,1,1,0,0,0,0,0,0
490,8f9912834a30d755cea7baef8ae2ac6c,#N/A,0,0,1,0,1,0,0,0,0,0,0,0
491,d519219f39da3f0e0b897bbf2eb52f26,#N/A,0,0,1,0,1,0,0,0,0,0,0,0
492,fd3f12643a21b1e02dedd99648e9eb5e,#N/A,0,0,1,0,1,0,0,0,0,1,1,0
493,446189b5a0486cef49868cc4e7a92bf8,#N/A,0,0,1,0,1,0,0,2,1,2,0,1
494,81df1e3b56f1496a643c39d863e76866,#N/A,0,0,1,0,1,1,0,0,0,0,0,0
495,87e4dd1e262f58c5648d5487e853c18b,#N/A,0,0,1,0,1,0,0,0,0,0,0,0
496,c40591c7285bb956c267d10185eba46a,#N/A,0,0,1,0,1,0,0,0,0,1,0,1
497,bfb6f185952417fb89eeb704513ad226,#N/A,0,0,1,0,1,0,1,0,0,0,0,0
498,2557af8864d912845cdffb628c3d9c5f,#N/A,0,0,1,0,1,0,0,0,0,0,0,0
499,134f564eeee79ff4b190ee449a8f66e2,#N/A,0,0,1,1,1,1,1,0,0,0,0,0
500,ab58565be8975e47c02bac7d2e460b1e,#N/A,0,0,1,0,1,1,0,0,0,1,0,1
501,ba77d7fedfe25eb353851547ff589c2d,#N/A,0,0,1,0,1,1,1,0,1,0,0,0
502,a5e48b027fcf233fa5c9a33e67ddd2c4,#N/A,0,0,1,1,1,0,0,1,1,0,0,0
503,ede15fb563222a59b54464ff3857badb,#N/A,0,0,1,1,1,0,0,0,0,0,0,0
504,278d1acb50e39be1644b3c3fb5152874,#N/A,0,0,1,0,1,1,1,0,0,1,0,0
505,aabf00fddbc5aab32ca12b35f143664a,#N/A,0,0,1,1,1,0,0,0,0,0,0,0
506,c36f82fb749580113f3e7db5e64f246e,#N/A,0,0,1,0,1,2,2,2,2,1,0,0
507,287e26eb52fe9ad336b42354b4099a6e,#N/A,0,0,1,0,1,1,0,0,0,1,0,1
508,5ca8a3eca1db464b82e6ba81e11c140c,#N/A,0,0,1,0,1,1,1,0,0,1,1,2
509,42a1e877a79e8e45a41420f50a57e236,#N/A,0,0,1,0,1,1,0,0,0,1,0,0
510,2c0a796a117c21543628bd6bce779617,#N/A,0,0,1,0,1,1,0,0,0,1,0,0
511,8c173ac16e6074ecee8368e631e2e945,#N/A,0,0,1,0,1,2,0,0,0,1,0,0
512,2d32d3df204521db613affac24483418,#N/A,0,0,1,1,1,0,0,1,1,0,0,0
513,e2a249a4f0924ccaec0857ac3cf56c34,#N/A,0,0,1,1,1,0,0,0,0,0,0,0
514,534e80999091ab28e227c935ee5685ca,#N/A,0,0,1,1,1,0,0,0,0,0,0,0
515,2b5b868a9088c39091d65b583be11a6d,#N/A,0,0,1,1,1,0,0,0,0,0,0,0
516,3d97bf0fbbd5b993c8b4aca28f3447a5,#N/A,0,0,1,0,1,1,0,0,0,3,1,3
517,f40ac20423ff15d5d31a5af9fc32ea62,#N/A,0,0,1,0,1,1,0,0,0,0,0,0
518,fe24d85da36c02374ec6c1fdbec66259,#N/A,0,0,1,0,1,1,1,2,2,0,0,0
519,ad9f287ba45d22447b3c7fafede66e4f,#N/A,0,0,1,0,1,1,0,0,0,0,0,0
520,bd293cc886adb6047d1e2729bdd9b087,#N/A,0,0,1,0,1,1,0,0,0,1,1,0
521,4c86675f5f72d9e43e7e1805eb29ba85,#N/A,0,0,1,1,1,1,2,1,0,0,0,0
522,806da84a4d3359c4137830fbb8a2cf63,#N/A,0,0,1,1,1,0,0,0,0,0,2,2
523,8d3583866e4622d17d02da7ea8d59fbb,#N/A,0,0,0,1,0,1,1,0,0,0,0,0
524,cd612d1331ddaede8c5e197f640d3fd0,#N/A,0,0,0,1,0,1,1,1,0,0,0,0
